category_tidy,county_l1,town_tidy,"Approach Roads, Streets & Lanes",Community – Your Planning and Involvement,Green Spaces and Landscaping,Nature and Biodiversity in your Locality,Residential Streets & Housing Areas,Streetscape & Public Places,Sustainability – Doing more with less,Tidiness and Litter Control,date_dn_Mo,date_dn_Sa,date_dn_Su,date_dn_Th,date_dn_Tu,date_dn_We,date_month_Jul,date_month_Jun,date_month_May,date_month_Nov,category_B,category_C,category_D,category_E,category_F,category_G,category_H,2019.0,pred_linreg,pred_lasso,pred_ridge,pred_elasticnet,pred_knn,pred_svr,pred_treereg,pred_randforest,pred_bagging,pred_adaboost,pred_gradboost,pred_gradboost_dft
Village,Kildare,Carbury,0.68,0.7166666666666667,0.76,0.48,0.66,0.72,0.34,0.5555555555555556,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,280.0,282.14,282.28,282.16,286.24,280.0,281.62,276.0,281.31,281.06,286.64,282.31,282.31
Village,Kildare,Kilkea,0.62,0.6166666666666667,0.7,0.48,0.74,0.7,0.24,0.7111111111111111,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,280.0,281.65,281.55,281.6,278.26,280.0,279.77,277.5,278.43,278.1,278.0,278.14,278.14
Village,Monaghan,Scotshouse,0.58,0.7,0.7,0.58,0.66,0.8,0.34,0.5666666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,280.0,283.27,283.62,283.29,287.04,280.0,280.62,281.0,282.09,281.76,286.47,283.93,283.93
Small Town,Cavan,Mullagh,0.68,0.6166666666666667,0.78,0.54,0.56,0.74,0.28,0.6777777777777778,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,280.0,285.02,284.93,285.02,288.99,280.0,280.49,288.0,281.67,281.8,288.55,284.13,284.13
Village,Galway,Glinsk,0.68,0.7,0.78,0.72,0.48,0.82,0.22,0.5333333333333333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,280.0,282.84,283.34,282.94,301.75,291.93,281.41,297.0,295.78,295.77,299.96,290.28,290.28
Village,Meath,Killyon,0.64,0.5666666666666667,0.76,0.46,0.64,0.66,0.28,0.7222222222222222,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,279.0,278.16,278.01,278.12,280.64,279.0,278.44,273.0,277.2,277.42,278.74,276.44,276.44
Village,Donegal,Dunfanaghy,0.72,0.75,0.76,0.42,0.52,0.78,0.2,0.5444444444444444,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,279.0,272.99,273.22,273.05,284.71,279.0,275.07,281.0,280.61,279.63,283.89,279.74,279.74
Village,Donegal,Clonmany,0.66,0.5666666666666667,0.66,0.36,0.62,0.92,0.14,0.7777777777777778,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,279.0,280.26,280.37,280.2,270.21,279.0,279.23,273.0,276.37,275.74,271.99,279.17,279.17
Village,Galway,Ahascragh,0.6,0.6666666666666666,0.78,0.52,0.66,0.82,0.22,0.5888888888888889,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,279.0,281.65,281.71,281.68,290.28,279.0,281.17,288.0,282.66,282.98,286.97,281.59,281.59
Village,Cork,Toormore,0.7,0.5833333333333334,0.64,0.38,0.64,0.72,0.28,0.7444444444444445,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,279.0,277.45,277.27,277.38,267.15,279.0,279.08,267.0,276.2,276.44,268.82,276.27,276.27
Village,Sligo,Rosses Point,0.64,0.6166666666666667,0.82,0.62,0.68,0.58,0.3,0.6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,279.0,278.72,278.75,278.74,294.52,279.0,279.23,270.0,283.3,282.12,284.76,285.04,285.04
Small Town,Cork,Kanturk,0.7,0.55,0.84,0.46,0.58,0.72,0.3,0.6222222222222222,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,279.0,277.93,277.88,277.96,288.05,279.0,278.57,278.0,279.05,278.9,280.52,276.76,276.76
Village,Galway,Leenane,0.6,0.65,0.76,0.5,0.56,0.78,0.4,0.5777777777777777,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,278.0,279.22,279.43,279.25,286.5,278.0,279.02,277.5,279.93,279.58,284.72,278.77,278.77
Village,Wexford,Camolin,0.76,0.65,0.82,0.48,0.64,0.66,0.22,0.5555555555555556,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,278.0,275.35,275.59,275.39,289.0,278.0,274.67,283.0,279.55,279.14,280.52,276.23,276.23
Small Town,Sligo,Collooney,0.54,0.6666666666666666,0.72,0.58,0.68,0.76,0.36,0.5555555555555556,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,278.0,280.04,280.02,280.05,287.4,278.0,278.23,288.0,280.36,281.0,286.97,281.57,281.57
Village,Tipperary,Capparoe,0.56,0.7333333333333333,0.72,0.66,0.58,0.66,0.32,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,278.0,279.77,280.14,279.79,291.91,278.0,278.23,287.5,279.01,280.16,278.92,281.78,281.78
Small Town,Leitrim,Manorhamilton/Cluainin Ui Ruairc,0.66,0.7333333333333333,0.68,0.5,0.6,0.68,0.38,0.5555555555555556,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,278.0,276.63,276.59,276.63,280.18,278.0,277.77,284.0,277.12,277.06,273.7,273.73,273.73
Village,Tipperary,Ballingarry (South),0.64,0.65,0.68,0.44,0.54,0.8,0.36,0.6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,278.0,274.51,274.53,274.51,276.6,278.0,274.39,278.0,277.68,277.92,276.55,277.19,277.19
Village,Donegal,Downings,0.68,0.5666666666666667,0.74,0.46,0.56,0.76,0.32,0.6222222222222222,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,278.0,274.25,274.38,274.28,280.29,278.0,274.65,277.0,276.66,278.42,276.38,276.08,276.08
Village,Cavan,Arvagh,0.66,0.65,0.74,0.48,0.62,0.8,0.32,0.6,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,278.0,282.61,282.63,282.62,283.97,282.11,283.01,278.0,283.62,284.54,286.97,285.22,285.22
Village,Westmeath,Crookedwood,0.78,0.5833333333333334,0.84,0.56,0.62,0.62,0.18,0.6444444444444445,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,278.0,279.57,279.68,279.6,292.8,278.0,278.88,278.0,278.42,279.02,285.87,279.59,279.59
Village,Westmeath,Ballykeeran,0.64,0.7,0.76,0.62,0.64,0.58,0.16,0.6222222222222222,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,278.0,275.38,275.38,275.39,291.34,278.0,276.96,292.5,278.58,278.38,284.76,279.2,279.2
Village,Carlow,Kildavin,0.58,0.6666666666666666,0.8,0.46,0.62,0.68,0.28,0.7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,278.0,280.92,280.99,280.91,286.88,278.0,279.65,288.0,281.01,281.56,287.63,282.66,282.66
Village,Tipperary,Rosegreen,0.64,0.65,0.78,0.32,0.66,0.64,0.26,0.6555555555555556,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,277.0,269.83,269.79,269.81,276.71,260.91,267.73,293.0,275.0,274.9,279.68,274.12,274.12
Small Town,Donegal,Falcarragh,0.66,0.7166666666666667,0.78,0.44,0.54,0.78,0.3,0.6,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,277.0,280.12,280.18,280.14,286.69,300.58,280.25,293.0,289.81,290.73,292.99,286.08,286.08
Village,Wexford,Marshalstown,0.66,0.6666666666666666,0.64,0.4,0.68,0.78,0.18,0.6888888888888889,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,277.0,277.29,277.27,277.25,271.11,277.0,276.77,267.0,276.85,276.02,277.75,276.54,276.54
Small Town,Limerick,Annacotty,0.62,0.6333333333333333,0.66,0.64,0.64,0.7,0.3,0.5666666666666667,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,277.0,275.57,275.51,275.58,283.7,277.0,277.23,277.5,276.29,275.96,267.22,275.36,275.36
Village,Louth,Louth,0.56,0.7333333333333333,0.68,0.52,0.6,0.7,0.26,0.6777777777777778,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,277.0,277.98,277.97,277.95,281.52,277.0,277.14,268.0,277.75,277.56,278.43,275.32,275.32
Village,Donegal,Annagry,0.68,0.6,0.76,0.44,0.66,0.66,0.26,0.5888888888888889,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,276.0,268.97,269.12,268.98,280.4,276.0,265.34,277.0,273.77,273.7,269.08,270.14,270.14
Small Town,Waterford,Portlaw,0.7,0.6,0.8,0.52,0.7,0.7,0.22,0.5666666666666667,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,276.0,276.27,276.42,276.3,288.71,276.0,274.33,278.0,275.93,276.15,280.52,276.84,276.84
Village,Donegal,Gort a' Choirce,0.76,0.6333333333333333,0.7,0.38,0.68,0.76,0.22,0.6333333333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,276.0,276.9,276.94,276.89,274.18,276.0,275.83,273.0,274.63,273.95,271.75,277.03,277.03
Village,Tipperary,Templetuohy,0.64,0.6,0.7,0.46,0.68,0.8,0.26,0.6444444444444445,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,276.0,279.69,279.55,279.66,278.18,272.95,278.77,273.0,276.76,276.18,278.07,276.68,276.68
Small Town,Dublin,Woodstown Village,0.58,0.6333333333333333,0.7,0.64,0.62,0.62,0.3,0.6,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,276.0,272.62,272.55,272.62,286.08,276.0,272.34,277.5,273.51,272.69,265.0,272.49,272.49
Village,Waterford,Ballyduff Upper,0.76,0.5666666666666667,0.8,0.38,0.68,0.7,0.22,0.6444444444444445,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,276.0,276.04,275.94,276.03,280.43,276.0,275.43,278.0,275.76,275.06,276.6,273.06,273.06
Village,Meath,Summerhill,0.6,0.55,0.72,0.64,0.62,0.62,0.34,0.6111111111111112,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,276.0,273.14,273.07,273.15,285.77,276.0,272.07,277.5,272.82,272.06,266.06,272.96,272.96
Village,Leitrim,Newtowngore,0.6,0.7,0.68,0.4,0.62,0.72,0.32,0.6222222222222222,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,276.0,272.74,272.84,272.73,274.59,276.0,272.06,276.0,274.96,274.56,273.15,275.6,275.6
Village,Limerick,Glenosheen,0.66,0.5,0.74,0.58,0.68,0.6,0.26,0.7222222222222222,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,276.0,276.89,276.81,276.86,282.8,276.0,275.17,259.0,274.4,274.53,282.88,279.45,279.45
Village,Kerry,Annascaul,0.6,0.65,0.82,0.54,0.54,0.7,0.26,0.6222222222222222,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,275.0,275.48,275.6,275.52,292.75,276.86,276.69,293.0,277.96,278.0,281.97,280.15,280.15
Small Town,Cork,Glanworth,0.62,0.6,0.68,0.58,0.62,0.7,0.26,0.6777777777777778,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,275.0,277.51,277.39,277.48,281.43,275.0,275.23,273.0,276.78,275.87,282.28,281.17,281.17
Village,Kerry,Farranfore,0.64,0.6333333333333333,0.7,0.6,0.62,0.68,0.32,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,275.0,276.34,276.63,276.35,284.78,275.0,275.06,278.0,275.83,276.06,275.84,278.56,278.56
Village,Kildare,Milltown,0.68,0.6166666666666667,0.76,0.44,0.66,0.78,0.24,0.6222222222222222,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,275.0,277.93,278.06,277.94,282.48,273.98,278.01,277.0,278.37,278.24,275.64,273.51,273.51
Village,Clare,Whitegate,0.56,0.5666666666666667,0.7,0.74,0.58,0.68,0.26,0.6444444444444445,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,275.0,275.03,275.15,275.05,290.59,275.0,274.77,285.0,275.87,277.23,271.75,274.12,274.12
Large Town,Dublin,Palmerstown,0.7,0.6333333333333333,0.72,0.52,0.64,0.7,0.26,0.5444444444444444,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,275.0,272.2,272.05,272.22,282.55,275.0,275.23,286.0,273.41,271.6,264.89,267.64,267.64
Village,Sligo,Dromore West,0.62,0.7333333333333333,0.64,0.54,0.62,0.72,0.34,0.5555555555555556,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,274.0,275.55,275.58,275.55,279.38,267.78,274.35,260.0,273.32,273.82,274.14,272.75,272.75
Small Town,Limerick,Rathkeale,0.68,0.6666666666666666,0.74,0.54,0.54,0.76,0.36,0.5333333333333333,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,274.0,277.71,277.79,277.75,287.02,284.45,275.92,281.0,283.39,282.91,291.24,279.96,279.96
Small Town,Kildare,Castledermot,0.7,0.6833333333333333,0.72,0.56,0.7,0.62,0.32,0.5333333333333333,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,274.0,277.12,277.03,277.13,284.8,274.0,275.34,276.0,272.59,271.83,274.29,274.23,274.23
Village,Wexford,Courtnacuddy,0.62,0.7333333333333333,0.74,0.44,0.56,0.74,0.2,0.6555555555555556,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,274.0,276.91,276.92,276.91,283.06,274.0,275.96,281.0,275.84,275.47,281.95,275.34,275.34
Small Town,Limerick,Caherdavin,0.62,0.6,0.7,0.5,0.68,0.66,0.36,0.6222222222222222,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,274.0,275.67,275.45,275.64,278.36,274.0,274.23,278.0,273.86,273.25,265.0,276.91,276.91
Village,Kerry,Ballinskelligs,0.64,0.5833333333333334,0.68,0.36,0.66,0.74,0.36,0.6666666666666666,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,274.0,274.84,274.78,274.8,269.86,274.0,274.23,273.0,273.8,274.26,271.05,274.44,274.44
Village,Laois,Attanagh,0.72,0.5166666666666667,0.72,0.56,0.64,0.66,0.28,0.6555555555555556,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,274.0,275.73,275.89,275.73,281.24,275.28,274.86,286.0,273.63,275.3,278.88,279.96,279.96
Village,Wicklow,Dunlavin,0.66,0.5333333333333333,0.82,0.42,0.64,0.78,0.28,0.5777777777777777,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,274.0,274.71,274.59,274.75,284.6,321.82,273.24,286.0,278.56,278.62,278.3,276.37,276.37
Village,Kerry,Knockanure,0.66,0.6166666666666667,0.72,0.44,0.64,0.7,0.28,0.6888888888888889,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,274.0,277.71,277.69,277.68,277.88,274.0,277.72,273.0,275.24,275.62,278.92,277.41,277.41
Village,Cork,Mogeely,0.7,0.6166666666666667,0.7,0.46,0.7,0.7,0.26,0.6333333333333333,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,273.0,277.51,277.35,277.49,277.19,273.0,276.58,277.0,273.56,273.86,271.23,275.53,275.53
Village,Roscommon,Cootehall,0.6,0.7,0.74,0.56,0.58,0.66,0.3,0.5666666666666667,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,273.0,273.18,273.29,273.21,287.51,273.0,273.38,268.0,275.06,274.86,278.74,274.03,274.03
Village,Leitrim,Carrigallen,0.58,0.6166666666666667,0.76,0.52,0.62,0.72,0.32,0.5888888888888889,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,273.0,274.15,274.18,274.17,285.91,273.0,273.71,270.0,272.37,273.74,275.54,271.87,271.87
Village,Roscommon,Strokestown,0.66,0.6,0.68,0.54,0.66,0.74,0.34,0.5555555555555556,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,273.0,274.77,274.77,274.78,279.86,273.0,272.77,267.0,273.36,274.33,272.29,273.93,273.93
Village,Tipperary,Ballinderry,0.76,0.6666666666666666,0.74,0.5,0.6,0.66,0.2,0.6111111111111112,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,273.0,275.72,275.84,275.75,283.49,272.7,277.38,276.0,276.64,276.48,276.6,277.47,277.47
Village,Cork,Ballylickey,0.68,0.5333333333333333,0.84,0.44,0.64,0.66,0.18,0.6777777777777778,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,273.0,271.11,271.26,271.13,285.73,273.0,271.15,291.5,275.31,275.89,284.3,276.03,276.03
Village,Tipperary,New Inn,0.66,0.6333333333333333,0.72,0.38,0.54,0.74,0.26,0.6444444444444445,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,273.0,269.27,269.39,269.28,275.65,273.0,270.43,273.0,272.17,271.63,268.4,268.3,268.3
Village,Tipperary,Ballycommon,0.64,0.5833333333333334,0.7,0.58,0.56,0.68,0.24,0.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,273.0,275.06,275.16,275.06,282.48,271.48,272.99,273.0,275.34,274.69,278.92,273.13,273.13
Village,Westmeath,Finea/Fiodh An Átha,0.64,0.6166666666666667,0.76,0.48,0.64,0.76,0.16,0.6333333333333333,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,273.0,273.79,273.98,273.81,284.33,262.4,271.4,273.0,275.38,275.6,275.91,273.5,273.5
Village,Kerry,Ardfert,0.66,0.6,0.68,0.52,0.66,0.76,0.2,0.6666666666666666,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,273.0,277.3,277.2,277.28,279.07,273.0,276.03,273.0,275.34,275.82,282.28,277.8,277.8
Village,Kildare,Nurney,0.52,0.7,0.76,0.54,0.52,0.72,0.3,0.6333333333333333,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,272.0,274.9,274.99,274.91,289.03,279.64,274.58,268.0,281.28,280.62,282.47,276.14,276.14
Village,Clare,Barefield,0.72,0.55,0.74,0.44,0.68,0.72,0.26,0.6111111111111112,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,272.0,273.28,273.2,273.28,278.25,272.0,272.23,277.0,272.11,272.33,271.47,273.26,273.26
Village,Cork,Castletownshend,0.7,0.48333333333333334,0.68,0.42,0.68,0.88,0.12,0.6777777777777778,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,272.0,271.98,272.18,271.98,272.54,272.0,271.02,273.0,272.03,271.98,270.45,271.48,271.48
Village,Kerry,Kilgarvan,0.66,0.6666666666666666,0.74,0.44,0.66,0.64,0.28,0.6333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,272.0,274.11,274.35,274.11,280.02,272.0,273.19,276.0,272.78,271.95,280.02,278.06,278.06
Village,Meath,Rath Cairn,0.66,0.55,0.82,0.54,0.62,0.72,0.24,0.6222222222222222,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,272.0,276.48,276.53,276.51,290.56,272.0,274.2,270.0,274.63,274.71,283.32,278.9,278.9
Village,Cork,Ballinhassig,0.6,0.6166666666666667,0.74,0.5,0.6,0.76,0.24,0.6111111111111112,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,272.0,271.24,271.45,271.27,283.65,272.0,271.03,270.0,273.39,273.34,272.24,273.06,273.06
Small Town,Tipperary,Newport,0.6,0.65,0.78,0.52,0.7,0.76,0.34,0.4888888888888889,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,272.0,275.69,275.79,275.74,289.03,272.0,272.23,283.0,277.84,278.59,283.32,276.34,276.34
Village,Cork,Waterfall,0.68,0.55,0.66,0.5,0.66,0.66,0.32,0.5555555555555556,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,271.0,264.53,264.46,264.53,273.63,271.0,265.32,290.0,268.04,269.82,261.04,265.85,265.85
Village,Galway,Newbridge,0.62,0.65,0.72,0.42,0.5,0.64,0.34,0.6111111111111112,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,271.0,264.67,264.82,264.7,276.8,271.0,264.82,260.0,266.65,267.68,261.14,267.19,267.19
Village,Cork,Ballineen and Enniskean,0.62,0.6333333333333333,0.66,0.44,0.62,0.68,0.2,0.5777777777777777,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,271.0,259.98,259.99,260.0,272.77,271.0,259.92,273.0,266.81,267.62,261.14,262.25,262.25
Village,Dublin,Brittas,0.62,0.5666666666666667,0.72,0.48,0.58,0.68,0.28,0.5777777777777777,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,271.0,261.73,262.09,261.77,278.49,271.0,258.51,273.0,268.44,268.54,261.3,260.44,260.44
Village,Donegal,Rathmullan,0.6,0.6333333333333333,0.74,0.4,0.6,0.74,0.26,0.5666666666666667,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,271.0,264.99,265.11,265.03,278.46,271.0,266.55,262.0,269.45,269.0,264.34,266.53,266.53
Village,Cork,Clondrohid,0.68,0.7,0.76,0.32,0.66,0.74,0.24,0.6444444444444445,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,271.0,278.18,278.11,278.16,277.59,271.0,275.28,281.0,275.53,275.3,281.6,275.95,275.95
Village,Kerry,Duagh,0.68,0.6166666666666667,0.66,0.48,0.58,0.72,0.32,0.6333333333333333,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,270.0,273.61,273.7,273.6,275.05,270.0,270.78,277.0,271.86,272.39,270.45,275.76,275.76
Village,Mayo,Ballyheane,0.6,0.5333333333333333,0.7,0.54,0.62,0.68,0.24,0.6888888888888889,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,270.0,269.78,269.79,269.77,279.12,270.0,269.77,270.0,270.9,271.26,273.48,268.42,268.42
Village,Clare,Bodyke,0.66,0.48333333333333334,0.82,0.26,0.64,0.74,0.32,0.6444444444444445,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,270.0,266.99,267.02,267.0,274.28,270.0,269.75,270.0,273.15,274.08,278.3,272.38,272.38
Small Town,Mayo,Claremorris,0.6,0.6166666666666667,0.72,0.62,0.54,0.68,0.26,0.5777777777777777,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,270.0,267.96,268.0,268.0,287.18,270.0,269.77,270.0,269.31,269.19,266.75,267.44,267.44
Village,Donegal,Dore,0.68,0.6,0.76,0.34,0.62,0.74,0.32,0.5444444444444444,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,270.0,267.29,267.31,267.32,276.19,270.0,266.58,273.0,268.25,268.15,267.07,268.42,268.42
Village,Kerry,Lauragh,0.64,0.7,0.66,0.52,0.58,0.66,0.24,0.6777777777777778,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,270.0,275.24,275.27,275.22,278.4,278.66,275.61,276.0,274.81,274.7,277.2,272.29,272.29
Village,Longford,Mullinalaghta,0.6,0.5833333333333334,0.7,0.56,0.58,0.72,0.3,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,270.0,269.6,269.94,269.63,281.98,270.0,266.62,270.0,271.75,271.67,266.06,271.31,271.31
Village,Meath,Wilkinstown,0.66,0.6166666666666667,0.78,0.52,0.62,0.7,0.3,0.5333333333333333,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,270.0,271.77,271.92,271.82,287.37,270.0,270.23,270.0,272.09,272.2,276.6,269.68,269.68
Village,Kerry,Ballyheigue,0.64,0.5833333333333334,0.66,0.64,0.56,0.68,0.2,0.6444444444444445,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,269.0,269.43,269.43,269.44,282.19,269.0,269.23,273.0,270.2,270.82,276.55,269.86,269.86
Village,Westmeath,Mount Temple,0.62,0.7166666666666667,0.74,0.36,0.58,0.72,0.12,0.6222222222222222,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,269.0,264.68,264.78,264.7,278.11,269.0,265.8,268.0,270.45,269.74,277.22,269.05,269.05
Small Town,Wicklow,Rathdrum,0.66,0.5333333333333333,0.8,0.58,0.68,0.72,0.18,0.5555555555555556,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,269.0,274.01,273.83,274.07,290.54,290.48,273.32,270.0,276.24,275.97,279.68,275.63,275.63
Village,Meath,Dunsany,0.68,0.5166666666666667,0.76,0.52,0.66,0.68,0.2,0.6333333333333333,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,269.0,270.05,270.15,270.08,282.88,261.0,268.14,286.0,271.08,270.7,275.4,270.51,270.51
Village,Waterford,Cheekpoint,0.62,0.7833333333333333,0.74,0.52,0.58,0.66,0.2,0.5111111111111111,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,269.0,267.08,267.33,267.15,287.44,269.0,268.57,268.0,271.13,270.72,276.38,266.47,266.47
Village,Donegal,Manorcunningham,0.62,0.5833333333333334,0.7,0.52,0.62,0.66,0.32,0.5444444444444444,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,269.0,264.7,264.71,264.73,279.01,269.0,263.76,267.0,268.46,267.79,261.4,263.08,263.08
Village,Sligo,Rathlee,0.64,0.55,0.68,0.68,0.66,0.68,0.34,0.5111111111111111,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,269.0,269.56,269.75,269.61,285.24,269.0,268.77,261.0,268.11,267.82,260.33,266.3,266.3
Small Town,Galway,Moycullen,0.64,0.6333333333333333,0.66,0.38,0.66,0.76,0.28,0.6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,268.0,269.44,269.36,269.43,270.69,268.0,267.77,273.0,267.77,268.17,267.22,270.91,270.91
Village,Wexford,Hollyfort,0.66,0.6666666666666666,0.66,0.52,0.62,0.66,0.24,0.5777777777777777,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,268.0,267.66,267.7,267.67,277.58,268.0,266.86,268.0,267.74,268.87,269.49,267.47,267.47
Village,Offaly,Mucklagh,0.68,0.6833333333333333,0.66,0.44,0.68,0.7,0.3,0.5333333333333333,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,268.0,269.87,270.03,269.87,274.28,268.0,267.84,268.0,269.1,269.44,269.58,271.46,271.46
Small Town,Longford,Ballymahon,0.6,0.5833333333333334,0.76,0.48,0.56,0.8,0.26,0.5555555555555556,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,267.0,267.23,267.33,267.28,284.07,267.0,263.42,267.0,270.89,270.27,271.16,269.25,269.25
Village,Westmeath,Loughnavalley,0.6,0.55,0.78,0.48,0.56,0.66,0.24,0.6666666666666666,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,267.0,265.72,265.91,265.74,283.04,280.99,264.93,291.5,272.8,273.84,278.3,267.98,267.98
Village,Wexford,Killanne,0.64,0.6666666666666666,0.72,0.58,0.58,0.66,0.26,0.5555555555555556,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,267.0,270.53,270.61,270.57,286.01,267.0,270.05,268.0,268.79,269.84,273.7,268.14,268.14
Village,Cork,Ballinspittle,0.6,0.55,0.64,0.42,0.62,0.72,0.28,0.6777777777777778,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,267.0,267.02,266.83,266.99,268.46,267.0,266.26,267.0,267.51,267.92,262.27,263.33,263.33
